	identifier	speaker	split	label	file
755	0_jackson_24	jackson	TRAIN	0	speech_data/0_jackson_24.wav
756	9_george_23	george	TRAIN	9	speech_data/9_george_23.wav
757	8_nicolas_14	nicolas	TRAIN	8	speech_data/8_nicolas_14.wav
758	1_lucas_25	lucas	TEST	1	speech_data/1_lucas_25.wav
759	3_jackson_20	jackson	TRAIN	3	speech_data/3_jackson_20.wav
760	3_lucas_46	lucas	TEST	3	speech_data/3_lucas_46.wav
761	0_jackson_49	jackson	TRAIN	0	speech_data/0_jackson_49.wav
762	8_george_20	george	TRAIN	8	speech_data/8_george_20.wav
763	0_theo_36	theo	TRAIN	0	speech_data/0_theo_36.wav
764	7_yweweler_47	yweweler	DEV	7	speech_data/7_yweweler_47.wav
765	5_george_29	george	TRAIN	5	speech_data/5_george_29.wav
766	0_jackson_1	jackson	TRAIN	0	speech_data/0_jackson_1.wav
767	0_nicolas_19	nicolas	TRAIN	0	speech_data/0_nicolas_19.wav
768	2_lucas_30	lucas	TEST	2	speech_data/2_lucas_30.wav
769	7_theo_41	theo	TRAIN	7	speech_data/7_theo_41.wav
770	4_jackson_37	jackson	TRAIN	4	speech_data/4_jackson_37.wav
771	7_jackson_27	jackson	TRAIN	7	speech_data/7_jackson_27.wav
772	4_george_9	george	TRAIN	4	speech_data/4_george_9.wav
773	4_yweweler_36	yweweler	DEV	4	speech_data/4_yweweler_36.wav
774	0_theo_24	theo	TRAIN	0	speech_data/0_theo_24.wav
775	2_yweweler_6	yweweler	DEV	2	speech_data/2_yweweler_6.wav
776	7_yweweler_8	yweweler	DEV	7	speech_data/7_yweweler_8.wav
777	8_jackson_41	jackson	TRAIN	8	speech_data/8_jackson_41.wav
778	4_nicolas_32	nicolas	TRAIN	4	speech_data/4_nicolas_32.wav
779	1_yweweler_48	yweweler	TEST	1	speech_data/1_yweweler_48.wav
780	7_yweweler_42	yweweler	DEV	7	speech_data/7_yweweler_42.wav
781	0_yweweler_4	yweweler	TEST	0	speech_data/0_yweweler_4.wav
782	1_theo_4	theo	TRAIN	1	speech_data/1_theo_4.wav
783	3_yweweler_22	yweweler	DEV	3	speech_data/3_yweweler_22.wav
784	3_lucas_38	lucas	TEST	3	speech_data/3_lucas_38.wav
785	5_yweweler_21	yweweler	DEV	5	speech_data/5_yweweler_21.wav
786	8_theo_30	theo	TRAIN	8	speech_data/8_theo_30.wav
787	8_nicolas_41	nicolas	TRAIN	8	speech_data/8_nicolas_41.wav
788	0_yweweler_33	yweweler	DEV	0	speech_data/0_yweweler_33.wav
789	3_yweweler_25	yweweler	DEV	3	speech_data/3_yweweler_25.wav
790	8_theo_13	theo	TRAIN	8	speech_data/8_theo_13.wav
791	0_yweweler_8	yweweler	TEST	0	speech_data/0_yweweler_8.wav
792	3_theo_43	theo	TRAIN	3	speech_data/3_theo_43.wav
793	6_theo_35	theo	TRAIN	6	speech_data/6_theo_35.wav
794	5_theo_37	theo	TRAIN	5	speech_data/5_theo_37.wav
795	2_theo_45	theo	TRAIN	2	speech_data/2_theo_45.wav
796	6_nicolas_43	nicolas	TRAIN	6	speech_data/6_nicolas_43.wav
797	2_george_49	george	TRAIN	2	speech_data/2_george_49.wav
798	7_theo_5	theo	TRAIN	7	speech_data/7_theo_5.wav
799	2_lucas_17	lucas	TEST	2	speech_data/2_lucas_17.wav
800	7_yweweler_7	yweweler	DEV	7	speech_data/7_yweweler_7.wav
801	1_george_48	george	TRAIN	1	speech_data/1_george_48.wav
802	9_nicolas_13	nicolas	TRAIN	9	speech_data/9_nicolas_13.wav
803	3_nicolas_36	nicolas	TRAIN	3	speech_data/3_nicolas_36.wav
804	1_george_27	george	TRAIN	1	speech_data/1_george_27.wav
805	2_lucas_49	lucas	TEST	2	speech_data/2_lucas_49.wav
806	4_yweweler_13	yweweler	DEV	4	speech_data/4_yweweler_13.wav
807	9_jackson_5	jackson	TRAIN	9	speech_data/9_jackson_5.wav
808	3_nicolas_37	nicolas	TRAIN	3	speech_data/3_nicolas_37.wav
809	8_nicolas_26	nicolas	TRAIN	8	speech_data/8_nicolas_26.wav
810	9_theo_24	theo	TRAIN	9	speech_data/9_theo_24.wav
811	9_theo_41	theo	TRAIN	9	speech_data/9_theo_41.wav
812	3_jackson_25	jackson	TRAIN	3	speech_data/3_jackson_25.wav
813	3_theo_26	theo	TRAIN	3	speech_data/3_theo_26.wav
814	8_lucas_44	lucas	TEST	8	speech_data/8_lucas_44.wav
815	8_jackson_6	jackson	TRAIN	8	speech_data/8_jackson_6.wav
816	4_jackson_27	jackson	TRAIN	4	speech_data/4_jackson_27.wav
817	2_jackson_24	jackson	TRAIN	2	speech_data/2_jackson_24.wav
818	8_jackson_42	jackson	TRAIN	8	speech_data/8_jackson_42.wav
819	3_yweweler_45	yweweler	TEST	3	speech_data/3_yweweler_45.wav
820	8_george_6	george	TRAIN	8	speech_data/8_george_6.wav
821	7_yweweler_27	yweweler	TEST	7	speech_data/7_yweweler_27.wav
822	1_yweweler_38	yweweler	TEST	1	speech_data/1_yweweler_38.wav
823	5_theo_48	theo	TRAIN	5	speech_data/5_theo_48.wav
824	6_theo_33	theo	TRAIN	6	speech_data/6_theo_33.wav
825	1_george_32	george	TRAIN	1	speech_data/1_george_32.wav
826	6_theo_0	theo	TRAIN	6	speech_data/6_theo_0.wav
827	9_theo_33	theo	TRAIN	9	speech_data/9_theo_33.wav
828	5_yweweler_34	yweweler	DEV	5	speech_data/5_yweweler_34.wav
829	4_theo_29	theo	TRAIN	4	speech_data/4_theo_29.wav
830	7_theo_18	theo	TRAIN	7	speech_data/7_theo_18.wav
831	4_theo_44	theo	TRAIN	4	speech_data/4_theo_44.wav
832	3_theo_16	theo	TRAIN	3	speech_data/3_theo_16.wav
833	1_theo_25	theo	TRAIN	1	speech_data/1_theo_25.wav
834	5_theo_30	theo	TRAIN	5	speech_data/5_theo_30.wav
835	3_jackson_0	jackson	TRAIN	3	speech_data/3_jackson_0.wav
836	0_lucas_35	lucas	TEST	0	speech_data/0_lucas_35.wav
837	1_theo_39	theo	TRAIN	1	speech_data/1_theo_39.wav
838	7_theo_12	theo	TRAIN	7	speech_data/7_theo_12.wav
839	6_jackson_45	jackson	TRAIN	6	speech_data/6_jackson_45.wav
840	9_lucas_5	lucas	TEST	9	speech_data/9_lucas_5.wav
841	5_lucas_6	lucas	TEST	5	speech_data/5_lucas_6.wav
842	0_george_11	george	TRAIN	0	speech_data/0_george_11.wav
843	9_lucas_31	lucas	DEV	9	speech_data/9_lucas_31.wav
844	2_theo_15	theo	TRAIN	2	speech_data/2_theo_15.wav
845	5_george_33	george	TRAIN	5	speech_data/5_george_33.wav
846	5_yweweler_4	yweweler	DEV	5	speech_data/5_yweweler_4.wav
847	7_lucas_19	lucas	TEST	7	speech_data/7_lucas_19.wav
848	2_theo_3	theo	TRAIN	2	speech_data/2_theo_3.wav
849	0_lucas_1	lucas	TEST	0	speech_data/0_lucas_1.wav
850	0_jackson_38	jackson	TRAIN	0	speech_data/0_jackson_38.wav
851	6_nicolas_20	nicolas	TRAIN	6	speech_data/6_nicolas_20.wav
852	7_theo_39	theo	TRAIN	7	speech_data/7_theo_39.wav
853	0_lucas_36	lucas	DEV	0	speech_data/0_lucas_36.wav
854	4_lucas_14	lucas	TEST	4	speech_data/4_lucas_14.wav
855	6_jackson_24	jackson	TRAIN	6	speech_data/6_jackson_24.wav
856	0_yweweler_10	yweweler	DEV	0	speech_data/0_yweweler_10.wav
857	8_nicolas_8	nicolas	TRAIN	8	speech_data/8_nicolas_8.wav
858	2_lucas_45	lucas	TEST	2	speech_data/2_lucas_45.wav
859	9_george_16	george	TRAIN	9	speech_data/9_george_16.wav
860	7_jackson_6	jackson	TRAIN	7	speech_data/7_jackson_6.wav
861	6_george_1	george	TRAIN	6	speech_data/6_george_1.wav
862	8_yweweler_2	yweweler	DEV	8	speech_data/8_yweweler_2.wav
863	4_yweweler_10	yweweler	DEV	4	speech_data/4_yweweler_10.wav
864	0_theo_30	theo	TRAIN	0	speech_data/0_theo_30.wav
865	0_nicolas_42	nicolas	TRAIN	0	speech_data/0_nicolas_42.wav
866	4_george_25	george	TRAIN	4	speech_data/4_george_25.wav
867	8_lucas_8	lucas	DEV	8	speech_data/8_lucas_8.wav
868	6_lucas_24	lucas	TEST	6	speech_data/6_lucas_24.wav
869	1_theo_3	theo	TRAIN	1	speech_data/1_theo_3.wav
870	4_yweweler_43	yweweler	TEST	4	speech_data/4_yweweler_43.wav
871	7_lucas_13	lucas	TEST	7	speech_data/7_lucas_13.wav
872	5_jackson_33	jackson	TRAIN	5	speech_data/5_jackson_33.wav
873	9_lucas_18	lucas	DEV	9	speech_data/9_lucas_18.wav
874	3_jackson_24	jackson	TRAIN	3	speech_data/3_jackson_24.wav
875	8_nicolas_32	nicolas	TRAIN	8	speech_data/8_nicolas_32.wav
876	3_yweweler_10	yweweler	DEV	3	speech_data/3_yweweler_10.wav
877	6_george_23	george	TRAIN	6	speech_data/6_george_23.wav
878	5_jackson_15	jackson	TRAIN	5	speech_data/5_jackson_15.wav
879	9_george_11	george	TRAIN	9	speech_data/9_george_11.wav
880	5_george_44	george	TRAIN	5	speech_data/5_george_44.wav
881	1_lucas_24	lucas	TEST	1	speech_data/1_lucas_24.wav
882	4_george_24	george	TRAIN	4	speech_data/4_george_24.wav
883	9_george_7	george	TRAIN	9	speech_data/9_george_7.wav
884	5_yweweler_45	yweweler	TEST	5	speech_data/5_yweweler_45.wav
885	5_yweweler_41	yweweler	TEST	5	speech_data/5_yweweler_41.wav
886	4_jackson_49	jackson	TRAIN	4	speech_data/4_jackson_49.wav
887	2_nicolas_20	nicolas	TRAIN	2	speech_data/2_nicolas_20.wav
888	1_lucas_27	lucas	DEV	1	speech_data/1_lucas_27.wav
889	1_lucas_43	lucas	TEST	1	speech_data/1_lucas_43.wav
890	3_nicolas_22	nicolas	TRAIN	3	speech_data/3_nicolas_22.wav
891	6_nicolas_49	nicolas	TRAIN	6	speech_data/6_nicolas_49.wav
892	3_nicolas_7	nicolas	TRAIN	3	speech_data/3_nicolas_7.wav
893	7_yweweler_37	yweweler	TEST	7	speech_data/7_yweweler_37.wav
894	3_nicolas_19	nicolas	TRAIN	3	speech_data/3_nicolas_19.wav
895	8_jackson_46	jackson	TRAIN	8	speech_data/8_jackson_46.wav
896	2_nicolas_18	nicolas	TRAIN	2	speech_data/2_nicolas_18.wav
897	2_george_46	george	TRAIN	2	speech_data/2_george_46.wav
898	4_george_34	george	TRAIN	4	speech_data/4_george_34.wav
899	6_jackson_1	jackson	TRAIN	6	speech_data/6_jackson_1.wav
900	2_nicolas_25	nicolas	TRAIN	2	speech_data/2_nicolas_25.wav
901	5_lucas_37	lucas	TEST	5	speech_data/5_lucas_37.wav
902	7_george_48	george	TRAIN	7	speech_data/7_george_48.wav
903	0_nicolas_4	nicolas	TRAIN	0	speech_data/0_nicolas_4.wav
904	3_yweweler_21	yweweler	TEST	3	speech_data/3_yweweler_21.wav
905	7_george_32	george	TRAIN	7	speech_data/7_george_32.wav
906	2_nicolas_32	nicolas	TRAIN	2	speech_data/2_nicolas_32.wav
907	0_nicolas_45	nicolas	TRAIN	0	speech_data/0_nicolas_45.wav
908	2_yweweler_33	yweweler	TEST	2	speech_data/2_yweweler_33.wav
909	7_nicolas_22	nicolas	TRAIN	7	speech_data/7_nicolas_22.wav
910	0_lucas_14	lucas	TEST	0	speech_data/0_lucas_14.wav
911	4_george_21	george	TRAIN	4	speech_data/4_george_21.wav
912	8_jackson_2	jackson	TRAIN	8	speech_data/8_jackson_2.wav
913	2_george_18	george	TRAIN	2	speech_data/2_george_18.wav
914	7_lucas_37	lucas	TEST	7	speech_data/7_lucas_37.wav
915	5_theo_16	theo	TRAIN	5	speech_data/5_theo_16.wav
916	8_lucas_6	lucas	TEST	8	speech_data/8_lucas_6.wav
917	5_yweweler_11	yweweler	DEV	5	speech_data/5_yweweler_11.wav
918	1_george_33	george	TRAIN	1	speech_data/1_george_33.wav
919	6_george_30	george	TRAIN	6	speech_data/6_george_30.wav
920	6_yweweler_4	yweweler	DEV	6	speech_data/6_yweweler_4.wav
921	6_jackson_30	jackson	TRAIN	6	speech_data/6_jackson_30.wav
922	4_lucas_48	lucas	DEV	4	speech_data/4_lucas_48.wav
923	8_nicolas_24	nicolas	TRAIN	8	speech_data/8_nicolas_24.wav
924	4_theo_9	theo	TRAIN	4	speech_data/4_theo_9.wav
925	8_yweweler_47	yweweler	DEV	8	speech_data/8_yweweler_47.wav
926	0_yweweler_29	yweweler	TEST	0	speech_data/0_yweweler_29.wav
927	5_george_47	george	TRAIN	5	speech_data/5_george_47.wav
928	7_lucas_25	lucas	DEV	7	speech_data/7_lucas_25.wav
929	9_jackson_12	jackson	TRAIN	9	speech_data/9_jackson_12.wav
930	4_george_13	george	TRAIN	4	speech_data/4_george_13.wav
931	1_lucas_35	lucas	TEST	1	speech_data/1_lucas_35.wav
932	2_yweweler_48	yweweler	DEV	2	speech_data/2_yweweler_48.wav
933	7_jackson_0	jackson	TRAIN	7	speech_data/7_jackson_0.wav
934	6_yweweler_15	yweweler	DEV	6	speech_data/6_yweweler_15.wav
935	2_lucas_33	lucas	TEST	2	speech_data/2_lucas_33.wav
936	7_yweweler_15	yweweler	DEV	7	speech_data/7_yweweler_15.wav
937	9_theo_45	theo	TRAIN	9	speech_data/9_theo_45.wav
938	2_nicolas_0	nicolas	TRAIN	2	speech_data/2_nicolas_0.wav
939	6_nicolas_31	nicolas	TRAIN	6	speech_data/6_nicolas_31.wav
940	4_yweweler_3	yweweler	TEST	4	speech_data/4_yweweler_3.wav
941	6_jackson_35	jackson	TRAIN	6	speech_data/6_jackson_35.wav
942	1_jackson_19	jackson	TRAIN	1	speech_data/1_jackson_19.wav
943	8_lucas_48	lucas	DEV	8	speech_data/8_lucas_48.wav
944	0_theo_29	theo	TRAIN	0	speech_data/0_theo_29.wav
945	5_jackson_42	jackson	TRAIN	5	speech_data/5_jackson_42.wav
946	6_nicolas_37	nicolas	TRAIN	6	speech_data/6_nicolas_37.wav
947	9_theo_43	theo	TRAIN	9	speech_data/9_theo_43.wav
948	2_yweweler_2	yweweler	DEV	2	speech_data/2_yweweler_2.wav
949	5_nicolas_4	nicolas	TRAIN	5	speech_data/5_nicolas_4.wav
950	5_yweweler_1	yweweler	TEST	5	speech_data/5_yweweler_1.wav
951	0_yweweler_36	yweweler	TEST	0	speech_data/0_yweweler_36.wav
952	2_jackson_16	jackson	TRAIN	2	speech_data/2_jackson_16.wav
953	3_george_0	george	TRAIN	3	speech_data/3_george_0.wav
954	0_theo_27	theo	TRAIN	0	speech_data/0_theo_27.wav
955	1_yweweler_39	yweweler	DEV	1	speech_data/1_yweweler_39.wav
956	8_nicolas_29	nicolas	TRAIN	8	speech_data/8_nicolas_29.wav
957	6_george_31	george	TRAIN	6	speech_data/6_george_31.wav
958	2_yweweler_7	yweweler	DEV	2	speech_data/2_yweweler_7.wav
959	4_jackson_2	jackson	TRAIN	4	speech_data/4_jackson_2.wav
960	3_lucas_47	lucas	TEST	3	speech_data/3_lucas_47.wav
961	5_nicolas_42	nicolas	TRAIN	5	speech_data/5_nicolas_42.wav
962	8_yweweler_14	yweweler	DEV	8	speech_data/8_yweweler_14.wav
963	5_lucas_13	lucas	TEST	5	speech_data/5_lucas_13.wav
964	5_nicolas_18	nicolas	TRAIN	5	speech_data/5_nicolas_18.wav
965	2_george_11	george	TRAIN	2	speech_data/2_george_11.wav
966	6_lucas_13	lucas	TEST	6	speech_data/6_lucas_13.wav
967	0_theo_31	theo	TRAIN	0	speech_data/0_theo_31.wav
968	0_george_18	george	TRAIN	0	speech_data/0_george_18.wav
969	3_theo_11	theo	TRAIN	3	speech_data/3_theo_11.wav
970	6_jackson_19	jackson	TRAIN	6	speech_data/6_jackson_19.wav
971	4_yweweler_47	yweweler	TEST	4	speech_data/4_yweweler_47.wav
972	4_yweweler_2	yweweler	DEV	4	speech_data/4_yweweler_2.wav
973	9_nicolas_12	nicolas	TRAIN	9	speech_data/9_nicolas_12.wav
974	0_jackson_26	jackson	TRAIN	0	speech_data/0_jackson_26.wav
975	3_jackson_27	jackson	TRAIN	3	speech_data/3_jackson_27.wav
976	7_nicolas_29	nicolas	TRAIN	7	speech_data/7_nicolas_29.wav
977	6_jackson_31	jackson	TRAIN	6	speech_data/6_jackson_31.wav
978	7_george_18	george	TRAIN	7	speech_data/7_george_18.wav
979	9_jackson_1	jackson	TRAIN	9	speech_data/9_jackson_1.wav
980	3_nicolas_14	nicolas	TRAIN	3	speech_data/3_nicolas_14.wav
981	0_theo_41	theo	TRAIN	0	speech_data/0_theo_41.wav
982	6_yweweler_2	yweweler	DEV	6	speech_data/6_yweweler_2.wav
983	3_nicolas_27	nicolas	TRAIN	3	speech_data/3_nicolas_27.wav
984	2_lucas_27	lucas	DEV	2	speech_data/2_lucas_27.wav
985	7_yweweler_17	yweweler	DEV	7	speech_data/7_yweweler_17.wav
986	6_nicolas_12	nicolas	TRAIN	6	speech_data/6_nicolas_12.wav
987	2_theo_16	theo	TRAIN	2	speech_data/2_theo_16.wav
988	8_theo_48	theo	TRAIN	8	speech_data/8_theo_48.wav
989	2_yweweler_9	yweweler	TEST	2	speech_data/2_yweweler_9.wav
990	7_jackson_41	jackson	TRAIN	7	speech_data/7_jackson_41.wav
991	4_nicolas_2	nicolas	TRAIN	4	speech_data/4_nicolas_2.wav
992	2_jackson_18	jackson	TRAIN	2	speech_data/2_jackson_18.wav
993	5_george_27	george	TRAIN	5	speech_data/5_george_27.wav
994	7_george_4	george	TRAIN	7	speech_data/7_george_4.wav
995	9_nicolas_39	nicolas	TRAIN	9	speech_data/9_nicolas_39.wav
996	1_jackson_2	jackson	TRAIN	1	speech_data/1_jackson_2.wav
997	6_theo_32	theo	TRAIN	6	speech_data/6_theo_32.wav
998	6_jackson_17	jackson	TRAIN	6	speech_data/6_jackson_17.wav
999	4_jackson_29	jackson	TRAIN	4	speech_data/4_jackson_29.wav
1000	7_theo_16	theo	TRAIN	7	speech_data/7_theo_16.wav
1001	6_theo_43	theo	TRAIN	6	speech_data/6_theo_43.wav
1002	7_yweweler_11	yweweler	DEV	7	speech_data/7_yweweler_11.wav
1003	5_jackson_10	jackson	TRAIN	5	speech_data/5_jackson_10.wav
1004	0_george_14	george	TRAIN	0	speech_data/0_george_14.wav
1005	8_lucas_2	lucas	TEST	8	speech_data/8_lucas_2.wav
1006	5_yweweler_31	yweweler	TEST	5	speech_data/5_yweweler_31.wav
1007	3_yweweler_5	yweweler	DEV	3	speech_data/3_yweweler_5.wav
1008	2_lucas_28	lucas	TEST	2	speech_data/2_lucas_28.wav
1009	7_yweweler_43	yweweler	TEST	7	speech_data/7_yweweler_43.wav
1010	6_lucas_20	lucas	TEST	6	speech_data/6_lucas_20.wav
1011	9_jackson_8	jackson	TRAIN	9	speech_data/9_jackson_8.wav
1012	6_yweweler_17	yweweler	DEV	6	speech_data/6_yweweler_17.wav
1013	8_george_22	george	TRAIN	8	speech_data/8_george_22.wav
1014	2_nicolas_44	nicolas	TRAIN	2	speech_data/2_nicolas_44.wav
1015	6_theo_10	theo	TRAIN	6	speech_data/6_theo_10.wav
1016	7_george_2	george	TRAIN	7	speech_data/7_george_2.wav
1017	4_george_45	george	TRAIN	4	speech_data/4_george_45.wav
1018	6_nicolas_35	nicolas	TRAIN	6	speech_data/6_nicolas_35.wav
1019	1_george_12	george	TRAIN	1	speech_data/1_george_12.wav
1020	1_yweweler_24	yweweler	TEST	1	speech_data/1_yweweler_24.wav
1021	0_george_47	george	TRAIN	0	speech_data/0_george_47.wav
1022	6_george_43	george	TRAIN	6	speech_data/6_george_43.wav
1023	2_lucas_5	lucas	TEST	2	speech_data/2_lucas_5.wav
1024	8_theo_28	theo	TRAIN	8	speech_data/8_theo_28.wav
1025	8_george_11	george	TRAIN	8	speech_data/8_george_11.wav
1026	2_george_45	george	TRAIN	2	speech_data/2_george_45.wav
1027	7_george_34	george	TRAIN	7	speech_data/7_george_34.wav
1028	9_theo_14	theo	TRAIN	9	speech_data/9_theo_14.wav
1029	2_lucas_4	lucas	TEST	2	speech_data/2_lucas_4.wav
1030	7_theo_4	theo	TRAIN	7	speech_data/7_theo_4.wav
1031	4_yweweler_15	yweweler	DEV	4	speech_data/4_yweweler_15.wav
1032	7_theo_14	theo	TRAIN	7	speech_data/7_theo_14.wav
1033	0_nicolas_8	nicolas	TRAIN	0	speech_data/0_nicolas_8.wav
1034	1_lucas_7	lucas	DEV	1	speech_data/1_lucas_7.wav
1035	6_jackson_13	jackson	TRAIN	6	speech_data/6_jackson_13.wav
1036	4_yweweler_28	yweweler	TEST	4	speech_data/4_yweweler_28.wav
1037	7_jackson_18	jackson	TRAIN	7	speech_data/7_jackson_18.wav
1038	7_george_26	george	TRAIN	7	speech_data/7_george_26.wav
1039	2_george_39	george	TRAIN	2	speech_data/2_george_39.wav
1040	1_theo_32	theo	TRAIN	1	speech_data/1_theo_32.wav
1041	5_george_2	george	TRAIN	5	speech_data/5_george_2.wav
1042	2_theo_23	theo	TRAIN	2	speech_data/2_theo_23.wav
1043	7_lucas_2	lucas	TEST	7	speech_data/7_lucas_2.wav
1044	2_yweweler_25	yweweler	DEV	2	speech_data/2_yweweler_25.wav
1045	2_theo_48	theo	TRAIN	2	speech_data/2_theo_48.wav
1046	0_lucas_24	lucas	TEST	0	speech_data/0_lucas_24.wav
1047	7_theo_10	theo	TRAIN	7	speech_data/7_theo_10.wav
1048	2_jackson_14	jackson	TRAIN	2	speech_data/2_jackson_14.wav
1049	6_george_29	george	TRAIN	6	speech_data/6_george_29.wav
1050	3_yweweler_18	yweweler	DEV	3	speech_data/3_yweweler_18.wav
1051	2_nicolas_2	nicolas	TRAIN	2	speech_data/2_nicolas_2.wav
1052	6_jackson_2	jackson	TRAIN	6	speech_data/6_jackson_2.wav
1053	4_theo_32	theo	TRAIN	4	speech_data/4_theo_32.wav
1054	6_theo_47	theo	TRAIN	6	speech_data/6_theo_47.wav
1055	3_nicolas_24	nicolas	TRAIN	3	speech_data/3_nicolas_24.wav
1056	1_nicolas_40	nicolas	TRAIN	1	speech_data/1_nicolas_40.wav
1057	4_george_18	george	TRAIN	4	speech_data/4_george_18.wav
1058	6_yweweler_35	yweweler	DEV	6	speech_data/6_yweweler_35.wav
1059	0_nicolas_25	nicolas	TRAIN	0	speech_data/0_nicolas_25.wav
1060	9_jackson_30	jackson	TRAIN	9	speech_data/9_jackson_30.wav
1061	1_lucas_37	lucas	TEST	1	speech_data/1_lucas_37.wav
1062	7_lucas_38	lucas	DEV	7	speech_data/7_lucas_38.wav
1063	0_nicolas_46	nicolas	TRAIN	0	speech_data/0_nicolas_46.wav
1064	3_jackson_35	jackson	TRAIN	3	speech_data/3_jackson_35.wav
1065	0_george_38	george	TRAIN	0	speech_data/0_george_38.wav
1066	5_theo_27	theo	TRAIN	5	speech_data/5_theo_27.wav
1067	1_jackson_13	jackson	TRAIN	1	speech_data/1_jackson_13.wav
1068	7_yweweler_2	yweweler	TEST	7	speech_data/7_yweweler_2.wav
1069	3_george_35	george	TRAIN	3	speech_data/3_george_35.wav
1070	7_yweweler_29	yweweler	TEST	7	speech_data/7_yweweler_29.wav
1071	1_yweweler_30	yweweler	DEV	1	speech_data/1_yweweler_30.wav
1072	2_theo_44	theo	TRAIN	2	speech_data/2_theo_44.wav
1073	2_jackson_20	jackson	TRAIN	2	speech_data/2_jackson_20.wav
1074	7_nicolas_2	nicolas	TRAIN	7	speech_data/7_nicolas_2.wav
1075	9_theo_35	theo	TRAIN	9	speech_data/9_theo_35.wav
1076	9_lucas_30	lucas	TEST	9	speech_data/9_lucas_30.wav
1077	3_yweweler_19	yweweler	DEV	3	speech_data/3_yweweler_19.wav
1078	8_lucas_42	lucas	TEST	8	speech_data/8_lucas_42.wav
1079	2_jackson_49	jackson	TRAIN	2	speech_data/2_jackson_49.wav
1080	3_jackson_6	jackson	TRAIN	3	speech_data/3_jackson_6.wav
1081	5_jackson_24	jackson	TRAIN	5	speech_data/5_jackson_24.wav
1082	0_lucas_46	lucas	DEV	0	speech_data/0_lucas_46.wav
1083	7_george_15	george	TRAIN	7	speech_data/7_george_15.wav
1084	5_theo_35	theo	TRAIN	5	speech_data/5_theo_35.wav
1085	7_jackson_4	jackson	TRAIN	7	speech_data/7_jackson_4.wav
1086	1_yweweler_44	yweweler	DEV	1	speech_data/1_yweweler_44.wav
1087	2_jackson_29	jackson	TRAIN	2	speech_data/2_jackson_29.wav
1088	9_jackson_41	jackson	TRAIN	9	speech_data/9_jackson_41.wav
1089	3_yweweler_48	yweweler	TEST	3	speech_data/3_yweweler_48.wav
1090	9_jackson_33	jackson	TRAIN	9	speech_data/9_jackson_33.wav
1091	1_jackson_41	jackson	TRAIN	1	speech_data/1_jackson_41.wav
1092	7_nicolas_13	nicolas	TRAIN	7	speech_data/7_nicolas_13.wav
1093	7_nicolas_1	nicolas	TRAIN	7	speech_data/7_nicolas_1.wav
1094	2_jackson_38	jackson	TRAIN	2	speech_data/2_jackson_38.wav
1095	6_yweweler_40	yweweler	DEV	6	speech_data/6_yweweler_40.wav
1096	5_george_23	george	TRAIN	5	speech_data/5_george_23.wav
1097	0_lucas_21	lucas	TEST	0	speech_data/0_lucas_21.wav
1098	8_jackson_27	jackson	TRAIN	8	speech_data/8_jackson_27.wav
1099	5_theo_6	theo	TRAIN	5	speech_data/5_theo_6.wav
1100	2_jackson_25	jackson	TRAIN	2	speech_data/2_jackson_25.wav
1101	1_yweweler_36	yweweler	DEV	1	speech_data/1_yweweler_36.wav
1102	2_yweweler_12	yweweler	DEV	2	speech_data/2_yweweler_12.wav
1103	8_theo_46	theo	TRAIN	8	speech_data/8_theo_46.wav
1104	2_george_7	george	TRAIN	2	speech_data/2_george_7.wav
1105	8_jackson_18	jackson	TRAIN	8	speech_data/8_jackson_18.wav
1106	8_lucas_7	lucas	DEV	8	speech_data/8_lucas_7.wav
1107	7_george_7	george	TRAIN	7	speech_data/7_george_7.wav
1108	9_jackson_38	jackson	TRAIN	9	speech_data/9_jackson_38.wav
1109	8_lucas_5	lucas	TEST	8	speech_data/8_lucas_5.wav
1110	4_lucas_35	lucas	TEST	4	speech_data/4_lucas_35.wav
1111	7_george_1	george	TRAIN	7	speech_data/7_george_1.wav
1112	3_lucas_17	lucas	DEV	3	speech_data/3_lucas_17.wav
1113	0_lucas_41	lucas	DEV	0	speech_data/0_lucas_41.wav
1114	5_yweweler_48	yweweler	DEV	5	speech_data/5_yweweler_48.wav
1115	0_george_6	george	TRAIN	0	speech_data/0_george_6.wav
1116	6_nicolas_23	nicolas	TRAIN	6	speech_data/6_nicolas_23.wav
1117	8_jackson_13	jackson	TRAIN	8	speech_data/8_jackson_13.wav
1118	2_jackson_9	jackson	TRAIN	2	speech_data/2_jackson_9.wav
1119	3_yweweler_0	yweweler	TEST	3	speech_data/3_yweweler_0.wav
1120	5_george_34	george	TRAIN	5	speech_data/5_george_34.wav
1121	2_theo_2	theo	TRAIN	2	speech_data/2_theo_2.wav
1122	2_nicolas_8	nicolas	TRAIN	2	speech_data/2_nicolas_8.wav
1123	6_lucas_47	lucas	TEST	6	speech_data/6_lucas_47.wav
1124	6_lucas_16	lucas	TEST	6	speech_data/6_lucas_16.wav
1125	6_yweweler_42	yweweler	DEV	6	speech_data/6_yweweler_42.wav
1126	0_theo_12	theo	TRAIN	0	speech_data/0_theo_12.wav
1127	4_lucas_15	lucas	TEST	4	speech_data/4_lucas_15.wav
1128	0_george_27	george	TRAIN	0	speech_data/0_george_27.wav
1129	7_lucas_10	lucas	DEV	7	speech_data/7_lucas_10.wav
1130	7_nicolas_30	nicolas	TRAIN	7	speech_data/7_nicolas_30.wav
